[2026-01-05 15:58:22,981] 18 root - INFO - Initiate the data ingestion
[2026-01-05 15:58:25,360] 59 root - INFO - performed train test split on the dataframe
[2026-01-05 15:58:25,360] 60 root - INFO - exited split data as train_test_split method of Data_Ingestion class
[2026-01-05 15:58:25,360] 64 root - INFO - Exporting train and test file path
[2026-01-05 15:58:25,390] 72 root - INFO - exported train and test file path
[2026-01-05 15:58:25,390] 21 root - INFO - Data Inititation Completed
[2026-01-05 15:58:25,393] 24 root - INFO - Initiate data validation
[2026-01-05 15:58:25,402] 93 root - INFO - Required number of columns : 2
[2026-01-05 15:58:25,402] 94 root - INFO - Dataframe has columns : 31
[2026-01-05 15:58:25,402] 93 root - INFO - Required number of columns : 2
[2026-01-05 15:58:25,402] 94 root - INFO - Dataframe has columns : 31
[2026-01-05 15:58:25,478] 26 root - INFO - data validation completed
[2026-01-05 15:58:25,478] 29 root - INFO - data transformation started
[2026-01-05 15:58:25,478] 56 root - INFO - entered initiate_data_Transformation of DataTransformation class
[2026-01-05 15:58:25,478] 58 root - INFO - starting data transformation
