[2026-01-05 16:19:58,774] 18 root - INFO - Initiate the data ingestion
[2026-01-05 16:20:01,095] 59 root - INFO - performed train test split on the dataframe
[2026-01-05 16:20:01,095] 60 root - INFO - exited split data as train_test_split method of Data_Ingestion class
[2026-01-05 16:20:01,096] 64 root - INFO - Exporting train and test file path
[2026-01-05 16:20:01,125] 72 root - INFO - exported train and test file path
[2026-01-05 16:20:01,125] 21 root - INFO - Data Inititation Completed
[2026-01-05 16:20:01,127] 24 root - INFO - Initiate data validation
[2026-01-05 16:20:01,137] 93 root - INFO - Required number of columns : 2
[2026-01-05 16:20:01,137] 94 root - INFO - Dataframe has columns : 31
[2026-01-05 16:20:01,137] 93 root - INFO - Required number of columns : 2
[2026-01-05 16:20:01,137] 94 root - INFO - Dataframe has columns : 31
[2026-01-05 16:20:01,227] 26 root - INFO - data validation completed
[2026-01-05 16:20:01,227] 29 root - INFO - data transformation started
[2026-01-05 16:20:01,227] 67 root - INFO - entered initiate_data_Transformation of DataTransformation class
[2026-01-05 16:20:01,227] 69 root - INFO - starting data transformation
