[2026-01-17 00:26:15,730] 19 root - INFO - Initiate the data ingestion
[2026-01-17 00:26:18,026] 59 root - INFO - performed train test split on the dataframe
[2026-01-17 00:26:18,026] 60 root - INFO - exited split data as train_test_split method of Data_Ingestion class
[2026-01-17 00:26:18,026] 64 root - INFO - Exporting train and test file path
[2026-01-17 00:26:18,059] 72 root - INFO - exported train and test file path
[2026-01-17 00:26:18,059] 22 root - INFO - Data Inititation Completed
[2026-01-17 00:26:18,061] 25 root - INFO - Initiate data validation
[2026-01-17 00:26:18,074] 106 root - INFO - Required number of columns : 31
[2026-01-17 00:26:18,074] 107 root - INFO - Dataframe has columns : 31
[2026-01-17 00:26:18,074] 106 root - INFO - Required number of columns : 31
[2026-01-17 00:26:18,074] 107 root - INFO - Dataframe has columns : 31
[2026-01-17 00:26:18,170] 27 root - INFO - data validation completed
[2026-01-17 00:26:18,170] 30 root - INFO - data transformation started
[2026-01-17 00:26:18,170] 67 root - INFO - entered initiate_data_Transformation of DataTransformation class
[2026-01-17 00:26:18,171] 69 root - INFO - starting data transformation
[2026-01-17 00:26:18,182] 50 root - INFO - Enter get_data_transformer_object method of Transformation class
[2026-01-17 00:26:18,182] 56 root - INFO - Initialize KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-01-17 00:26:18,188] 50 root - INFO - entered the save_object method of MainUtils class
[2026-01-17 00:26:18,190] 54 root - INFO - Exited the save_object method of MainUtils class
[2026-01-17 00:26:18,191] 34 root - INFO - data transformation is completed
[2026-01-17 00:26:18,191] 36 root - INFO - Model training is started 
[2026-01-17 00:28:12,965] 50 root - INFO - entered the save_object method of MainUtils class
[2026-01-17 00:28:13,022] 54 root - INFO - Exited the save_object method of MainUtils class
[2026-01-17 00:28:13,023] 150 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/26_17_2026_00_26_13/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.990909090909091, precision_score=0.9899091826437941, recall_score=0.9919110212335692), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9793388429752066, precision_score=0.9809602649006622, recall_score=0.9777227722772277))
[2026-01-17 00:28:13,027] 41 root - INFO - Model Training Artifact Completed
